source_modality,source_feature,target_modality,target_feature,correlation
proteomics,proteomics_39,metabolomics,metabolomics_29,0.9494600408329381
proteomics,proteomics_39,metabolomics,metabolomics_36,0.9414249514594815
proteomics,proteomics_39,metabolomics,metabolomics_19,0.9443955262770576
proteomics,proteomics_39,metabolomics,metabolomics_43,0.9253011655111161
proteomics,proteomics_39,metabolomics,metabolomics_71,0.9500064193609772
proteomics,proteomics_39,metabolomics,metabolomics_60,0.9466590842718474
proteomics,proteomics_3,metabolomics,metabolomics_0,0.9366727125505326
proteomics,proteomics_3,metabolomics,metabolomics_8,0.8703561773857901
proteomics,proteomics_3,metabolomics,metabolomics_3,0.8811378475003879
proteomics,proteomics_3,metabolomics,metabolomics_74,0.9249296132656724
proteomics,proteomics_3,metabolomics,metabolomics_29,0.9095908629001536
proteomics,proteomics_3,metabolomics,metabolomics_36,0.9432948927563334
proteomics,proteomics_3,metabolomics,metabolomics_19,0.9421116186325723
proteomics,proteomics_3,metabolomics,metabolomics_43,0.9577767423851904
proteomics,proteomics_3,metabolomics,metabolomics_71,0.9655512452696862
proteomics,proteomics_3,metabolomics,metabolomics_60,0.9697848635925638
proteomics,proteomics_8,metabolomics,metabolomics_0,0.9375455072352531
proteomics,proteomics_8,metabolomics,metabolomics_8,0.9257102126984007
proteomics,proteomics_8,metabolomics,metabolomics_3,0.9337568809665033
proteomics,proteomics_8,metabolomics,metabolomics_74,0.9149170891742618
proteomics,proteomics_8,metabolomics,metabolomics_29,0.9343835611311563
proteomics,proteomics_8,metabolomics,metabolomics_36,0.9019280741620829
proteomics,proteomics_8,metabolomics,metabolomics_19,0.9545526211379506
proteomics,proteomics_8,metabolomics,metabolomics_43,0.9471748786799251
proteomics,proteomics_8,metabolomics,metabolomics_71,0.8919832775647296
proteomics,proteomics_8,metabolomics,metabolomics_60,0.9329367054875967
proteomics,proteomics_57,biochemistry,biochemistry_7,0.9308359028410029
proteomics,proteomics_57,biochemistry,biochemistry_19,0.9062848379627746
proteomics,proteomics_57,biochemistry,biochemistry_35,0.9657311050711429
proteomics,proteomics_57,biochemistry,biochemistry_17,0.8861927913871241
proteomics,proteomics_57,biochemistry,biochemistry_5,0.9081521238793939
proteomics,proteomics_57,biochemistry,biochemistry_13,0.9383484204873549
proteomics,proteomics_57,biochemistry,biochemistry_3,0.9532723522380823
proteomics,proteomics_57,biochemistry,biochemistry_37,0.8943163676639853
proteomics,proteomics_5,biochemistry,biochemistry_7,0.9590984376126591
proteomics,proteomics_5,biochemistry,biochemistry_19,0.955810322176223
proteomics,proteomics_5,biochemistry,biochemistry_35,0.9061845759241404
proteomics,proteomics_5,biochemistry,biochemistry_17,0.9235753933560189
proteomics,proteomics_5,biochemistry,biochemistry_5,0.9702536661424683
proteomics,proteomics_5,biochemistry,biochemistry_13,0.9657413956077943
proteomics,proteomics_5,biochemistry,biochemistry_3,0.8885319387368772
proteomics,proteomics_5,biochemistry,biochemistry_37,0.8757518683383118
proteomics,proteomics_65,biochemistry,biochemistry_7,0.8695069601153601
proteomics,proteomics_65,biochemistry,biochemistry_19,0.936208364464385
proteomics,proteomics_65,biochemistry,biochemistry_35,0.9397796290517597
proteomics,proteomics_65,biochemistry,biochemistry_17,0.939711293389136
proteomics,proteomics_65,biochemistry,biochemistry_5,0.8387587740075336
proteomics,proteomics_65,biochemistry,biochemistry_13,0.8634665297189986
proteomics,proteomics_65,biochemistry,biochemistry_3,0.8650904401971761
proteomics,proteomics_65,biochemistry,biochemistry_37,0.9185904402025222
proteomics,proteomics_75,biochemistry,biochemistry_7,0.9350146405683855
proteomics,proteomics_75,biochemistry,biochemistry_19,0.9324323914530511
proteomics,proteomics_75,biochemistry,biochemistry_35,0.9239580522737442
proteomics,proteomics_75,biochemistry,biochemistry_17,0.9399397513115082
proteomics,proteomics_75,biochemistry,biochemistry_5,0.9264649170887285
proteomics,proteomics_75,biochemistry,biochemistry_13,0.9424922936169056
proteomics,proteomics_75,biochemistry,biochemistry_3,0.9038432754183702
proteomics,proteomics_75,biochemistry,biochemistry_37,0.884974756727817
proteomics,proteomics_77,biochemistry,biochemistry_7,0.9612228028907025
proteomics,proteomics_77,biochemistry,biochemistry_19,0.8647902785495298
proteomics,proteomics_77,biochemistry,biochemistry_35,0.9217919519144332
proteomics,proteomics_77,biochemistry,biochemistry_17,0.8966293261779439
proteomics,proteomics_77,biochemistry,biochemistry_5,0.9511891300294243
proteomics,proteomics_77,biochemistry,biochemistry_13,0.9022215048888241
proteomics,proteomics_77,biochemistry,biochemistry_3,0.9088314905099703
proteomics,proteomics_77,biochemistry,biochemistry_37,0.9291089632701754
proteomics,proteomics_93,biochemistry,biochemistry_7,0.9502536138704497
proteomics,proteomics_93,biochemistry,biochemistry_19,0.8891138081606133
proteomics,proteomics_93,biochemistry,biochemistry_35,0.8998546919709796
proteomics,proteomics_93,biochemistry,biochemistry_17,0.9474979719144464
proteomics,proteomics_93,biochemistry,biochemistry_5,0.958327642899419
proteomics,proteomics_93,biochemistry,biochemistry_13,0.9300225489535314
proteomics,proteomics_93,biochemistry,biochemistry_3,0.9333902590571604
proteomics,proteomics_93,biochemistry,biochemistry_37,0.9421862229093672
proteomics,proteomics_105,biochemistry,biochemistry_7,0.8778514495789477
proteomics,proteomics_105,biochemistry,biochemistry_19,0.9256853637863136
proteomics,proteomics_105,biochemistry,biochemistry_35,0.9238826189345161
proteomics,proteomics_105,biochemistry,biochemistry_17,0.9303759300655833
proteomics,proteomics_105,biochemistry,biochemistry_5,0.9394384115110819
proteomics,proteomics_105,biochemistry,biochemistry_13,0.8792489782624426
proteomics,proteomics_105,biochemistry,biochemistry_3,0.9629094096128228
proteomics,proteomics_105,biochemistry,biochemistry_37,0.8693529181634628
proteomics,proteomics_46,biochemistry,biochemistry_7,0.9223578004263118
proteomics,proteomics_46,biochemistry,biochemistry_19,0.8678298909310833
proteomics,proteomics_46,biochemistry,biochemistry_35,0.8936440926252075
proteomics,proteomics_46,biochemistry,biochemistry_17,0.9048836388599745
proteomics,proteomics_46,biochemistry,biochemistry_5,0.9554139243945278
proteomics,proteomics_46,biochemistry,biochemistry_13,0.9671957811714581
proteomics,proteomics_46,biochemistry,biochemistry_3,0.9669091725560446
proteomics,proteomics_46,biochemistry,biochemistry_37,0.9061970228973741
proteomics,proteomics_99,biochemistry,biochemistry_7,0.8601910828844681
proteomics,proteomics_99,biochemistry,biochemistry_19,0.9671543340942894
proteomics,proteomics_99,biochemistry,biochemistry_35,0.8881176526467273
proteomics,proteomics_99,biochemistry,biochemistry_17,0.9439970056992181
proteomics,proteomics_99,biochemistry,biochemistry_5,0.8615225193251771
proteomics,proteomics_99,biochemistry,biochemistry_13,0.9631286534611669
proteomics,proteomics_99,biochemistry,biochemistry_3,0.9456636899359648
proteomics,proteomics_99,biochemistry,biochemistry_37,0.9354679563475251
proteomics,proteomics_8,biochemistry,biochemistry_7,0.9518304572121458
proteomics,proteomics_8,biochemistry,biochemistry_19,0.9601130357877865
proteomics,proteomics_8,biochemistry,biochemistry_35,0.9457384715067165
proteomics,proteomics_8,biochemistry,biochemistry_17,0.9430180161361459
proteomics,proteomics_8,biochemistry,biochemistry_5,0.9249771442463334
proteomics,proteomics_8,biochemistry,biochemistry_13,0.9559971159279184
proteomics,proteomics_8,biochemistry,biochemistry_3,0.9394384688526316
proteomics,proteomics_8,biochemistry,biochemistry_37,0.9631276392958923
proteomics,proteomics_48,lipidomics,lipidomics_85,0.9035364651790364
proteomics,proteomics_48,lipidomics,lipidomics_13,0.8475628213769552
proteomics,proteomics_48,lipidomics,lipidomics_68,0.9562035323306304
proteomics,proteomics_48,lipidomics,lipidomics_42,0.8919602396625441
proteomics,proteomics_48,lipidomics,lipidomics_40,0.9652041315466829
proteomics,proteomics_48,lipidomics,lipidomics_96,0.8970404783804563
proteomics,proteomics_48,lipidomics,lipidomics_63,0.9150958363415574
proteomics,proteomics_48,lipidomics,lipidomics_8,0.9104002921829402
proteomics,proteomics_48,lipidomics,lipidomics_24,0.9347333509859033
proteomics,proteomics_48,lipidomics,lipidomics_51,0.9753908658795463
proteomics,proteomics_86,lipidomics,lipidomics_85,0.9062133532488219
proteomics,proteomics_86,lipidomics,lipidomics_13,0.9804398538384747
proteomics,proteomics_86,lipidomics,lipidomics_68,0.889598089287439
proteomics,proteomics_86,lipidomics,lipidomics_42,0.9466129356817161
proteomics,proteomics_86,lipidomics,lipidomics_40,0.9535976612864702
proteomics,proteomics_86,lipidomics,lipidomics_96,0.9307903892962122
proteomics,proteomics_86,lipidomics,lipidomics_63,0.9231728571008505
proteomics,proteomics_86,lipidomics,lipidomics_8,0.9515368346539332
proteomics,proteomics_86,lipidomics,lipidomics_24,0.9545013179805629
proteomics,proteomics_86,lipidomics,lipidomics_51,0.9146724017877569
proteomics,proteomics_74,lipidomics,lipidomics_85,0.9632602169543362
proteomics,proteomics_74,lipidomics,lipidomics_13,0.9431270491035831
proteomics,proteomics_74,lipidomics,lipidomics_68,0.9651560147701432
proteomics,proteomics_74,lipidomics,lipidomics_42,0.8897502546630757
proteomics,proteomics_74,lipidomics,lipidomics_40,0.9177867847972734
proteomics,proteomics_74,lipidomics,lipidomics_96,0.9435941380529002
proteomics,proteomics_74,lipidomics,lipidomics_63,0.9398726303955999
proteomics,proteomics_74,lipidomics,lipidomics_8,0.9247705870618325
proteomics,proteomics_74,lipidomics,lipidomics_24,0.9534716275648644
proteomics,proteomics_74,lipidomics,lipidomics_51,0.8848506689298213
proteomics,proteomics_42,lipidomics,lipidomics_85,0.9471392119668788
proteomics,proteomics_42,lipidomics,lipidomics_13,0.9562142306818019
proteomics,proteomics_42,lipidomics,lipidomics_68,0.9140548736488416
proteomics,proteomics_42,lipidomics,lipidomics_42,0.8772876639068334
proteomics,proteomics_42,lipidomics,lipidomics_40,0.9352162475600976
proteomics,proteomics_42,lipidomics,lipidomics_96,0.9016140811932868
proteomics,proteomics_42,lipidomics,lipidomics_63,0.9370868232672158
proteomics,proteomics_42,lipidomics,lipidomics_8,0.8490184596144894
proteomics,proteomics_42,lipidomics,lipidomics_24,0.9619937794336734
proteomics,proteomics_42,lipidomics,lipidomics_51,0.9308117241226532
proteomics,proteomics_118,lipidomics,lipidomics_85,0.8892179867424794
proteomics,proteomics_118,lipidomics,lipidomics_13,0.9645069089869486
proteomics,proteomics_118,lipidomics,lipidomics_68,0.8785972035878826
proteomics,proteomics_118,lipidomics,lipidomics_42,0.8974610275465474
proteomics,proteomics_118,lipidomics,lipidomics_40,0.8910612001258958
proteomics,proteomics_118,lipidomics,lipidomics_96,0.8219893863072418
proteomics,proteomics_118,lipidomics,lipidomics_63,0.9157297740489792
proteomics,proteomics_118,lipidomics,lipidomics_8,0.9585256851476751
proteomics,proteomics_118,lipidomics,lipidomics_24,0.9499012855947234
proteomics,proteomics_118,lipidomics,lipidomics_51,0.9652796078446995
proteomics,proteomics_111,lipidomics,lipidomics_85,0.9465941946969756
proteomics,proteomics_111,lipidomics,lipidomics_13,0.9626893323281288
proteomics,proteomics_111,lipidomics,lipidomics_68,0.9365343688718645
proteomics,proteomics_111,lipidomics,lipidomics_42,0.9178628755367522
proteomics,proteomics_111,lipidomics,lipidomics_40,0.8823270210118461
proteomics,proteomics_111,lipidomics,lipidomics_96,0.9429095898866552
proteomics,proteomics_111,lipidomics,lipidomics_63,0.9489689984602273
proteomics,proteomics_111,lipidomics,lipidomics_8,0.9117402863273493
proteomics,proteomics_111,lipidomics,lipidomics_24,0.9718175634246223
proteomics,proteomics_111,lipidomics,lipidomics_51,0.9198714091779243
proteomics,proteomics_102,lipidomics,lipidomics_85,0.9278608450072492
proteomics,proteomics_102,lipidomics,lipidomics_13,0.907288397834777
proteomics,proteomics_102,lipidomics,lipidomics_68,0.959973595055245
proteomics,proteomics_102,lipidomics,lipidomics_42,0.9570278507186496
proteomics,proteomics_102,lipidomics,lipidomics_40,0.9316996919249634
proteomics,proteomics_102,lipidomics,lipidomics_96,0.870007071501521
proteomics,proteomics_102,lipidomics,lipidomics_63,0.895405788005028
proteomics,proteomics_102,lipidomics,lipidomics_8,0.9625485831499635
proteomics,proteomics_102,lipidomics,lipidomics_24,0.9566034089841053
proteomics,proteomics_102,lipidomics,lipidomics_51,0.9595670683014924
proteomics,proteomics_61,lipidomics,lipidomics_85,0.9238734578787254
proteomics,proteomics_61,lipidomics,lipidomics_13,0.9297099059197065
proteomics,proteomics_61,lipidomics,lipidomics_68,0.9062629399959313
proteomics,proteomics_61,lipidomics,lipidomics_42,0.9402248027637274
proteomics,proteomics_61,lipidomics,lipidomics_40,0.9407872835231484
proteomics,proteomics_61,lipidomics,lipidomics_96,0.8571420571654917
proteomics,proteomics_61,lipidomics,lipidomics_63,0.8793825070844912
proteomics,proteomics_61,lipidomics,lipidomics_8,0.9349783503319978
proteomics,proteomics_61,lipidomics,lipidomics_24,0.9322334353939215
proteomics,proteomics_61,lipidomics,lipidomics_51,0.8224908322468518
proteomics,proteomics_58,lipidomics,lipidomics_85,0.910589665229124
proteomics,proteomics_58,lipidomics,lipidomics_13,0.8690367569987562
proteomics,proteomics_58,lipidomics,lipidomics_68,0.9261637725279337
proteomics,proteomics_58,lipidomics,lipidomics_42,0.9328793774890636
proteomics,proteomics_58,lipidomics,lipidomics_40,0.9723264189434823
proteomics,proteomics_58,lipidomics,lipidomics_96,0.9164933519527233
proteomics,proteomics_58,lipidomics,lipidomics_63,0.9023049958002951
proteomics,proteomics_58,lipidomics,lipidomics_8,0.9264050458116013
proteomics,proteomics_58,lipidomics,lipidomics_24,0.8507057340419877
proteomics,proteomics_58,lipidomics,lipidomics_51,0.9144772312631864
proteomics,proteomics_18,lipidomics,lipidomics_85,0.8935960544716355
proteomics,proteomics_18,lipidomics,lipidomics_13,0.9662904480861815
proteomics,proteomics_18,lipidomics,lipidomics_68,0.9170712659045843
proteomics,proteomics_18,lipidomics,lipidomics_42,0.9165507127165284
proteomics,proteomics_18,lipidomics,lipidomics_40,0.8679220090125799
proteomics,proteomics_18,lipidomics,lipidomics_96,0.9187769608983348
proteomics,proteomics_18,lipidomics,lipidomics_63,0.9362413620017115
proteomics,proteomics_18,lipidomics,lipidomics_8,0.9595322944060286
proteomics,proteomics_18,lipidomics,lipidomics_24,0.9198503553118664
proteomics,proteomics_18,lipidomics,lipidomics_51,0.9393942402313208
biochemistry,biochemistry_32,metabolomics,metabolomics_50,0.9409465330918343
biochemistry,biochemistry_32,metabolomics,metabolomics_25,0.8730626598715593
biochemistry,biochemistry_32,metabolomics,metabolomics_28,0.9153688097635988
biochemistry,biochemistry_32,metabolomics,metabolomics_14,0.9493129923048738
biochemistry,biochemistry_32,metabolomics,metabolomics_56,0.9387679055732251
biochemistry,biochemistry_32,metabolomics,metabolomics_30,0.9553623190969133
biochemistry,biochemistry_32,metabolomics,metabolomics_5,0.9337135968750622
biochemistry,biochemistry_32,metabolomics,metabolomics_55,0.8997362871365211
biochemistry,biochemistry_32,metabolomics,metabolomics_64,0.8785830393535621
biochemistry,biochemistry_32,metabolomics,metabolomics_39,0.9614987182120782
biochemistry,biochemistry_11,metabolomics,metabolomics_50,0.9583252376789817
biochemistry,biochemistry_11,metabolomics,metabolomics_25,0.9117454814632656
biochemistry,biochemistry_11,metabolomics,metabolomics_28,0.9340797767036407
biochemistry,biochemistry_11,metabolomics,metabolomics_14,0.8608062040430082
biochemistry,biochemistry_11,metabolomics,metabolomics_56,0.9030446976528418
biochemistry,biochemistry_11,metabolomics,metabolomics_30,0.8771601563927769
biochemistry,biochemistry_11,metabolomics,metabolomics_5,0.88400429940081
biochemistry,biochemistry_11,metabolomics,metabolomics_55,0.8513096729503709
biochemistry,biochemistry_11,metabolomics,metabolomics_64,0.8462336871181605
biochemistry,biochemistry_11,metabolomics,metabolomics_39,0.9175323727541489
biochemistry,biochemistry_14,metabolomics,metabolomics_50,0.9369387732145399
biochemistry,biochemistry_14,metabolomics,metabolomics_25,0.9145515396449196
biochemistry,biochemistry_14,metabolomics,metabolomics_28,0.9414904650439203
biochemistry,biochemistry_14,metabolomics,metabolomics_14,0.9423971725793369
biochemistry,biochemistry_14,metabolomics,metabolomics_56,0.9098173659349829
biochemistry,biochemistry_14,metabolomics,metabolomics_30,0.9394645422753017
biochemistry,biochemistry_14,metabolomics,metabolomics_5,0.8913269939482208
biochemistry,biochemistry_14,metabolomics,metabolomics_55,0.8880943834499899
biochemistry,biochemistry_14,metabolomics,metabolomics_64,0.9604751790424185
biochemistry,biochemistry_14,metabolomics,metabolomics_39,0.8715220755561662
biochemistry,biochemistry_27,metabolomics,metabolomics_50,0.9025487981548486
biochemistry,biochemistry_27,metabolomics,metabolomics_25,0.8891478414022962
biochemistry,biochemistry_27,metabolomics,metabolomics_28,0.900950004178014
biochemistry,biochemistry_27,metabolomics,metabolomics_14,0.9649360936673335
biochemistry,biochemistry_27,metabolomics,metabolomics_56,0.9721460921557432
biochemistry,biochemistry_27,metabolomics,metabolomics_30,0.8944662052476803
biochemistry,biochemistry_27,metabolomics,metabolomics_5,0.9135588830908107
biochemistry,biochemistry_27,metabolomics,metabolomics_55,0.9041393125663708
biochemistry,biochemistry_27,metabolomics,metabolomics_64,0.9423085584431048
biochemistry,biochemistry_27,metabolomics,metabolomics_39,0.930052516799931
biochemistry,biochemistry_5,metabolomics,metabolomics_50,0.834634232395599
biochemistry,biochemistry_5,metabolomics,metabolomics_25,0.9226301434145483
biochemistry,biochemistry_5,metabolomics,metabolomics_28,0.9653302680541429
biochemistry,biochemistry_5,metabolomics,metabolomics_14,0.9598627560162291
biochemistry,biochemistry_5,metabolomics,metabolomics_56,0.9066525513122111
biochemistry,biochemistry_5,metabolomics,metabolomics_30,0.9420327815772765
biochemistry,biochemistry_5,metabolomics,metabolomics_5,0.9712152599620018
biochemistry,biochemistry_5,metabolomics,metabolomics_55,0.914221163251648
biochemistry,biochemistry_5,metabolomics,metabolomics_64,0.9450433544236987
biochemistry,biochemistry_5,metabolomics,metabolomics_39,0.9200265710728818
biochemistry,biochemistry_15,metabolomics,metabolomics_50,0.9407790392087528
biochemistry,biochemistry_15,metabolomics,metabolomics_25,0.9433840873527598
biochemistry,biochemistry_15,metabolomics,metabolomics_28,0.895040437429485
biochemistry,biochemistry_15,metabolomics,metabolomics_14,0.9350246478307066
biochemistry,biochemistry_15,metabolomics,metabolomics_56,0.9363083204848696
biochemistry,biochemistry_15,metabolomics,metabolomics_30,0.9232910007532532
biochemistry,biochemistry_15,metabolomics,metabolomics_5,0.9132006261325334
biochemistry,biochemistry_15,metabolomics,metabolomics_55,0.9343204575899416
biochemistry,biochemistry_15,metabolomics,metabolomics_64,0.9292209821266413
biochemistry,biochemistry_15,metabolomics,metabolomics_39,0.921467864330334
biochemistry,biochemistry_23,metabolomics,metabolomics_50,0.9385543058643125
biochemistry,biochemistry_23,metabolomics,metabolomics_25,0.9513362618151064
biochemistry,biochemistry_23,metabolomics,metabolomics_28,0.9473919705669012
biochemistry,biochemistry_23,metabolomics,metabolomics_14,0.957431968594466
biochemistry,biochemistry_23,metabolomics,metabolomics_56,0.9293120011679237
biochemistry,biochemistry_23,metabolomics,metabolomics_30,0.9122041446002364
biochemistry,biochemistry_23,metabolomics,metabolomics_5,0.9607995626176735
biochemistry,biochemistry_23,metabolomics,metabolomics_55,0.9287183829732298
biochemistry,biochemistry_23,metabolomics,metabolomics_64,0.9295034706007539
biochemistry,biochemistry_23,metabolomics,metabolomics_39,0.9580687979797323
biochemistry,biochemistry_39,metabolomics,metabolomics_50,0.9630441830221873
biochemistry,biochemistry_39,metabolomics,metabolomics_25,0.9499431783377632
biochemistry,biochemistry_39,metabolomics,metabolomics_28,0.9294936309957164
biochemistry,biochemistry_39,metabolomics,metabolomics_14,0.9194407957538506
biochemistry,biochemistry_39,metabolomics,metabolomics_56,0.9491041859283554
biochemistry,biochemistry_39,metabolomics,metabolomics_30,0.9112469642742699
biochemistry,biochemistry_39,metabolomics,metabolomics_5,0.8280381089621096
biochemistry,biochemistry_39,metabolomics,metabolomics_55,0.9346033029547529
biochemistry,biochemistry_39,metabolomics,metabolomics_64,0.9208055221716456
biochemistry,biochemistry_39,metabolomics,metabolomics_39,0.920851874251023
biochemistry,biochemistry_27,proteomics,proteomics_30,0.8256832000672084
biochemistry,biochemistry_27,proteomics,proteomics_7,0.952166593278898
biochemistry,biochemistry_27,proteomics,proteomics_27,0.8963177407504117
biochemistry,biochemistry_27,proteomics,proteomics_56,0.9482048437807173
biochemistry,biochemistry_27,proteomics,proteomics_45,0.9155530984389801
biochemistry,biochemistry_27,proteomics,proteomics_86,0.9158764824200968
biochemistry,biochemistry_27,proteomics,proteomics_35,0.9532444036896494
biochemistry,biochemistry_27,proteomics,proteomics_78,0.9055129338334089
biochemistry,biochemistry_27,proteomics,proteomics_49,0.9419447175565901
biochemistry,biochemistry_27,proteomics,proteomics_57,0.936546502610961
biochemistry,biochemistry_29,proteomics,proteomics_30,0.9361838685979927
biochemistry,biochemistry_29,proteomics,proteomics_7,0.8920360611356343
biochemistry,biochemistry_29,proteomics,proteomics_27,0.9499269027987964
biochemistry,biochemistry_29,proteomics,proteomics_56,0.9494887865570534
biochemistry,biochemistry_29,proteomics,proteomics_45,0.9518910396411783
biochemistry,biochemistry_29,proteomics,proteomics_86,0.9580930361724601
biochemistry,biochemistry_29,proteomics,proteomics_35,0.9630323774754166
biochemistry,biochemistry_29,proteomics,proteomics_78,0.9312490302784584
biochemistry,biochemistry_29,proteomics,proteomics_49,0.9608449251198021
biochemistry,biochemistry_29,proteomics,proteomics_57,0.914444583529131
biochemistry,biochemistry_38,proteomics,proteomics_30,0.9503181319817766
biochemistry,biochemistry_38,proteomics,proteomics_7,0.869030555595075
biochemistry,biochemistry_38,proteomics,proteomics_27,0.8991408864389754
biochemistry,biochemistry_38,proteomics,proteomics_56,0.9605022386069998
biochemistry,biochemistry_38,proteomics,proteomics_45,0.9308464232234411
biochemistry,biochemistry_38,proteomics,proteomics_86,0.9413112437251451
biochemistry,biochemistry_38,proteomics,proteomics_35,0.8876496644262973
biochemistry,biochemistry_38,proteomics,proteomics_78,0.9640082596085358
biochemistry,biochemistry_38,proteomics,proteomics_49,0.9225254372027651
biochemistry,biochemistry_38,proteomics,proteomics_57,0.9089047342856164
biochemistry,biochemistry_7,proteomics,proteomics_30,0.8802265500889905
biochemistry,biochemistry_7,proteomics,proteomics_7,0.9099663326899149
biochemistry,biochemistry_7,proteomics,proteomics_27,0.9040986803576874
biochemistry,biochemistry_7,proteomics,proteomics_56,0.9136119734763308
biochemistry,biochemistry_7,proteomics,proteomics_45,0.8331662404608217
biochemistry,biochemistry_7,proteomics,proteomics_86,0.9655282152635433
biochemistry,biochemistry_7,proteomics,proteomics_35,0.9195544456225604
biochemistry,biochemistry_7,proteomics,proteomics_78,0.8768204542809525
biochemistry,biochemistry_7,proteomics,proteomics_49,0.8687728656849687
biochemistry,biochemistry_7,proteomics,proteomics_57,0.9131978080192191
biochemistry,biochemistry_6,proteomics,proteomics_30,0.9344314941151773
biochemistry,biochemistry_6,proteomics,proteomics_7,0.9265816573776364
biochemistry,biochemistry_6,proteomics,proteomics_27,0.9216544200547075
biochemistry,biochemistry_6,proteomics,proteomics_56,0.9576884860334902
biochemistry,biochemistry_6,proteomics,proteomics_45,0.8814305921506791
biochemistry,biochemistry_6,proteomics,proteomics_86,0.8289447238342884
biochemistry,biochemistry_6,proteomics,proteomics_35,0.9510935687913424
biochemistry,biochemistry_6,proteomics,proteomics_78,0.9321109170357696
biochemistry,biochemistry_6,proteomics,proteomics_49,0.9034220003513322
biochemistry,biochemistry_6,proteomics,proteomics_57,0.8685243486124654
biochemistry,biochemistry_14,proteomics,proteomics_30,0.9497248490042718
biochemistry,biochemistry_14,proteomics,proteomics_7,0.9573780743527233
biochemistry,biochemistry_14,proteomics,proteomics_27,0.9506859964578274
biochemistry,biochemistry_14,proteomics,proteomics_56,0.8767745733521936
biochemistry,biochemistry_14,proteomics,proteomics_45,0.8658028911973116
biochemistry,biochemistry_14,proteomics,proteomics_86,0.9606102287505554
biochemistry,biochemistry_14,proteomics,proteomics_35,0.9487639563798425
biochemistry,biochemistry_14,proteomics,proteomics_78,0.9723316167909726
biochemistry,biochemistry_14,proteomics,proteomics_49,0.9216908115385054
biochemistry,biochemistry_14,proteomics,proteomics_57,0.9171278198986582
biochemistry,biochemistry_1,proteomics,proteomics_30,0.9041806085364467
biochemistry,biochemistry_1,proteomics,proteomics_7,0.876957782548958
biochemistry,biochemistry_1,proteomics,proteomics_27,0.9462780690909948
biochemistry,biochemistry_1,proteomics,proteomics_56,0.9666495645876922
biochemistry,biochemistry_1,proteomics,proteomics_45,0.8928152355615323
biochemistry,biochemistry_1,proteomics,proteomics_86,0.9178617524264174
biochemistry,biochemistry_1,proteomics,proteomics_35,0.9439605632025092
biochemistry,biochemistry_1,proteomics,proteomics_78,0.828819773748989
biochemistry,biochemistry_1,proteomics,proteomics_49,0.913138026744542
biochemistry,biochemistry_1,proteomics,proteomics_57,0.9176321572894003
biochemistry,biochemistry_37,proteomics,proteomics_30,0.9076949748989498
biochemistry,biochemistry_37,proteomics,proteomics_7,0.9614434245432673
biochemistry,biochemistry_37,proteomics,proteomics_27,0.9071523264195183
biochemistry,biochemistry_37,proteomics,proteomics_56,0.9516986084488868
biochemistry,biochemistry_37,proteomics,proteomics_45,0.9682406541416824
